,pred_Baseline,pred_Stress,pred_Amusement
true_Baseline,0.7405285750609492,0.07502355703794553,0.18444786790110532
true_Stress,0.18374266104357892,0.7213539513217012,0.09490338763471981
true_Amusement,0.4930269837029121,0.14004808976756614,0.3669249265295218
